phone,score,status,first_seen,last_seen,age_days,seen_runs,independent_spam_groups,safe_groups,best_evidence,max_source_weight,reasons
919896017,99.8,BLOCK,2026-08-31T21:32:23+00:00,2026-09-14T20:22:20+00:00,7,15,2,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=2 -> +12.0 | seen_runs=15 -> +12.0 | age_days=7 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
910629848,80.8,BLOCK,2026-09-08T19:29:58+00:00,2026-09-10T19:11:24+00:00,11,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=11 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
913534213,80.8,BLOCK,2026-09-04T19:03:03+00:00,2026-09-08T19:29:58+00:00,13,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=13 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
919462612,80.8,BLOCK,2026-08-25T20:48:08+00:00,2026-08-29T19:28:26+00:00,23,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=23 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
919462940,80.8,BLOCK,2026-08-25T20:48:08+00:00,2026-09-11T19:13:24+00:00,10,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=10 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
919590497,80.8,BLOCK,2026-08-25T20:48:08+00:00,2026-08-28T01:00:53+00:00,24,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=24 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
919895918,80.8,BLOCK,2026-09-01T19:28:04+00:00,2026-09-03T19:21:36+00:00,18,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=18 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
919973072,80.8,BLOCK,2026-08-29T19:28:26+00:00,2026-09-02T19:27:12+00:00,19,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=19 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
919977542,80.8,BLOCK,2026-08-30T19:23:11+00:00,2026-09-12T18:28:48+00:00,9,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=9 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
927684558,80.8,BLOCK,2026-08-25T20:48:08+00:00,2026-08-28T01:00:53+00:00,24,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=24 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
930487739,80.8,BLOCK,2026-08-28T01:00:53+00:00,2026-09-01T19:28:04+00:00,20,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=20 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
960203171,80.8,BLOCK,2026-09-04T19:03:03+00:00,2026-09-12T18:28:48+00:00,9,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=9 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
960383200,80.8,BLOCK,2026-08-26T17:34:45+00:00,2026-08-29T00:37:48+00:00,23,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=23 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
960669013,80.8,BLOCK,2026-08-25T20:48:08+00:00,2026-08-28T01:00:53+00:00,24,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=24 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
964865535,80.8,BLOCK,2026-09-10T19:11:24+00:00,2026-09-12T18:28:48+00:00,9,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=9 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
967831669,80.8,BLOCK,2026-08-25T20:48:08+00:00,2026-08-28T01:00:53+00:00,24,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=24 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
967831701,80.8,BLOCK,2026-08-25T20:48:08+00:00,2026-08-28T01:00:53+00:00,24,3,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=24 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
853718654,79.8,BLOCK,2026-09-16T19:37:49+00:00,2026-09-17T19:47:48+00:00,4,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=4 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
854794190,79.8,BLOCK,2026-09-16T19:37:49+00:00,2026-09-18T19:06:05+00:00,3,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=3 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
854794405,79.8,BLOCK,2026-09-16T19:37:49+00:00,2026-09-17T19:47:48+00:00,4,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=4 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
854794708,79.8,BLOCK,2026-09-01T19:28:04+00:00,2026-09-16T19:37:49+00:00,5,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=5 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
856638763,79.8,BLOCK,2026-09-02T19:27:12+00:00,2026-09-16T19:37:49+00:00,5,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=5 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
865449457,79.8,BLOCK,2026-09-18T19:06:05+00:00,2026-09-21T20:29:27+00:00,0,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
865459385,79.8,BLOCK,2026-09-16T19:37:49+00:00,2026-09-17T19:47:48+00:00,4,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=4 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
865459506,79.8,BLOCK,2026-09-18T19:06:05+00:00,2026-09-21T20:29:27+00:00,0,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
917938589,79.8,BLOCK,2026-09-17T19:47:48+00:00,2026-09-21T20:29:27+00:00,0,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
919462039,79.8,BLOCK,2026-09-18T19:06:05+00:00,2026-09-21T20:29:27+00:00,0,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
919462789,79.8,BLOCK,2026-08-29T19:28:26+00:00,2026-09-21T20:29:27+00:00,0,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
927684474,79.8,BLOCK,2026-08-29T19:28:26+00:00,2026-09-16T19:37:49+00:00,5,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=5 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
930487265,79.8,BLOCK,2026-09-12T18:28:48+00:00,2026-09-15T19:45:50+00:00,6,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=6 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
930958269,79.8,BLOCK,2026-09-17T19:47:48+00:00,2026-09-18T19:06:05+00:00,3,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=3 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
931357373,79.8,BLOCK,2026-09-12T18:28:48+00:00,2026-09-15T19:45:50+00:00,6,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=6 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
944582731,79.8,BLOCK,2026-09-11T19:13:24+00:00,2026-09-21T20:29:27+00:00,0,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
950724205,79.8,BLOCK,2026-09-17T19:47:48+00:00,2026-09-18T19:06:05+00:00,3,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=3 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
950724212,79.8,BLOCK,2026-09-12T18:28:48+00:00,2026-09-15T19:45:50+00:00,6,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=6 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
950957225,79.8,BLOCK,2026-09-15T19:45:50+00:00,2026-09-21T20:29:27+00:00,0,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
960383154,79.8,BLOCK,2026-09-10T19:11:24+00:00,2026-09-16T19:37:49+00:00,5,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=5 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
960383924,79.8,BLOCK,2026-09-15T19:45:50+00:00,2026-09-16T19:37:49+00:00,5,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=5 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
967921045,79.8,BLOCK,2026-09-18T19:06:05+00:00,2026-09-21T20:29:27+00:00,0,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
967921150,79.8,BLOCK,2026-09-15T19:45:50+00:00,2026-09-16T19:37:49+00:00,5,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=5 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
967921155,79.8,BLOCK,2026-09-12T18:28:48+00:00,2026-09-16T19:37:49+00:00,5,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=5 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
967921344,79.8,BLOCK,2026-09-12T18:28:48+00:00,2026-09-15T19:45:50+00:00,6,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=6 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
977902440,79.8,BLOCK,2026-09-12T18:28:48+00:00,2026-09-21T20:29:27+00:00,0,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
605918082,78.9,BLOCK,2026-08-25T20:48:08+00:00,2026-09-06T18:22:35+00:00,15,13,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=13 -> +12.0 | age_days=15 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
639112927,78.9,BLOCK,2026-08-30T19:23:11+00:00,2026-09-08T19:29:58+00:00,13,10,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=10 -> +12.0 | age_days=13 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
651728561,78.9,BLOCK,2026-08-25T20:48:08+00:00,2026-08-30T19:23:11+00:00,22,6,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=6 -> +12.0 | age_days=22 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
659271078,78.9,BLOCK,2026-09-08T19:29:58+00:00,2026-09-13T18:51:40+00:00,8,6,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=6 -> +12.0 | age_days=8 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
673031776,78.9,BLOCK,2026-08-25T20:48:08+00:00,2026-09-08T19:29:58+00:00,13,15,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=15 -> +12.0 | age_days=13 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
690829335,78.9,BLOCK,2026-08-25T20:48:08+00:00,2026-08-30T19:23:11+00:00,22,6,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=6 -> +12.0 | age_days=22 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
917379484,78.9,BLOCK,2026-08-25T20:48:08+00:00,2026-09-08T19:29:58+00:00,13,15,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=15 -> +12.0 | age_days=13 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
930907857,78.9,BLOCK,2026-08-28T01:00:53+00:00,2026-08-30T19:23:11+00:00,22,4,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=4 -> +12.0 | age_days=22 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
937371047,78.9,BLOCK,2026-08-26T17:34:45+00:00,2026-08-30T19:23:11+00:00,22,5,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=5 -> +12.0 | age_days=22 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
951203073,78.9,BLOCK,2026-08-31T21:32:23+00:00,2026-09-09T19:21:13+00:00,12,10,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=10 -> +12.0 | age_days=12 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
975570523,78.9,BLOCK,2026-08-25T20:48:08+00:00,2026-09-06T18:22:35+00:00,15,13,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=13 -> +12.0 | age_days=15 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
979301429,78.9,BLOCK,2026-08-25T20:48:08+00:00,2026-09-07T20:02:18+00:00,14,14,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=14 -> +12.0 | age_days=14 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
687378568,77.9,BLOCK,2026-09-19T18:40:35+00:00,2026-09-21T20:29:27+00:00,0,3,1,0,explicit_spam,0.82,"max_source_weight=0.82 -> 36.9 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=3 -> +8.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
640010431,76.8,BLOCK,2026-08-26T17:34:45+00:00,2026-08-28T01:00:53+00:00,24,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=24 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
695020781,76.8,BLOCK,2026-08-25T20:48:08+00:00,2026-08-29T00:37:48+00:00,23,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=23 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
851816646,76.8,BLOCK,2026-09-08T19:29:58+00:00,2026-09-09T19:21:13+00:00,12,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=12 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
851816659,76.8,BLOCK,2026-09-02T19:27:12+00:00,2026-09-11T19:13:24+00:00,10,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=10 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
851823499,76.8,BLOCK,2026-08-29T00:37:48+00:00,2026-09-03T19:21:36+00:00,18,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=18 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
854794380,76.8,BLOCK,2026-08-29T00:37:48+00:00,2026-09-01T19:28:04+00:00,20,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=20 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
854794570,76.8,BLOCK,2026-08-26T17:34:45+00:00,2026-08-29T00:37:48+00:00,23,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=23 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
854794707,76.8,BLOCK,2026-09-10T19:11:24+00:00,2026-09-11T19:13:24+00:00,10,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=10 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
854794891,76.8,BLOCK,2026-09-11T19:13:24+00:00,2026-09-12T18:28:48+00:00,9,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=9 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
854794895,76.8,BLOCK,2026-09-04T19:03:03+00:00,2026-09-05T18:23:44+00:00,16,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=16 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
854794934,76.8,BLOCK,2026-08-29T00:37:48+00:00,2026-08-29T19:28:26+00:00,23,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=23 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
856638731,76.8,BLOCK,2026-08-25T20:48:08+00:00,2026-08-26T17:34:45+00:00,26,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=26 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
865449561,76.8,BLOCK,2026-09-09T19:21:13+00:00,2026-09-11T19:13:24+00:00,10,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=10 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
865449579,76.8,BLOCK,2026-08-25T20:48:08+00:00,2026-08-26T17:34:45+00:00,26,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=26 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
865459016,76.8,BLOCK,2026-09-04T19:03:03+00:00,2026-09-05T18:23:44+00:00,16,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=16 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
865459956,76.8,BLOCK,2026-08-29T00:37:48+00:00,2026-08-29T19:28:26+00:00,23,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=23 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
865459975,76.8,BLOCK,2026-08-29T19:28:26+00:00,2026-08-31T21:32:23+00:00,20,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=20 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
910612386,76.8,BLOCK,2026-08-25T20:48:08+00:00,2026-09-01T19:28:04+00:00,20,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=20 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
919462073,76.8,BLOCK,2026-08-25T20:48:08+00:00,2026-08-28T01:00:53+00:00,24,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=24 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
919462212,76.8,BLOCK,2026-09-01T19:28:04+00:00,2026-09-02T19:27:12+00:00,19,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=19 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
919602883,76.8,BLOCK,2026-08-26T17:34:45+00:00,2026-09-01T19:28:04+00:00,20,2,1,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=1 -> +0.0 | seen_runs=2 -> +4.0 | age_days=20 -> recency +5.0, stale 0.0 | safe_groups=0 -> 0.0"
